등록번호,학원명,지역,주소,학년상태,공시학년,과목별학년,이전공개학년,등록근거,보류문구,후기검토단서,기존순위대상,점검일
3000040762,보이는그림미술교습소,mokdong,서울특별시 양천구 신목로14길 6,공시 근거 있음,"초등저학년, 초등고학년","{""arts"": ""초등저학년, 초등고학년""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000040762"", ""field"": ""le_crse_list_nm"", ""text"": ""초등미술1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000040762"", ""field"": ""course_names"", ""text"": ""초등미술1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000040762"", ""field"": ""course_names"", ""text"": ""초등미술2"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000040762"", ""field"": ""course_names"", ""text"": ""초등미술3"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000033199,봄바이올린교습소,mokdong,서울특별시 양천구 오목로50길 25,공시 근거 있음,"초등저학년, 초등고학년","{""arts"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000033199"", ""field"": ""le_crse_list_nm"", ""text"": ""바이올린1(초등)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
27165,부분과전체수학교습소,mokdong,서울특별시 양천구 목동동로 379,공시 근거 있음,"중등, 고등","{""math"": ""중등, 고등""}",중등,"[{""registrationId"": ""27165"", ""field"": ""le_crse_list_nm"", ""text"": ""중등수학Ⅰ"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27165"", ""field"": ""course_names"", ""text"": ""중등수학Ⅰ"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27165"", ""field"": ""course_names"", ""text"": ""중등수학Ⅱ"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27165"", ""field"": ""course_names"", ""text"": ""고등수학Ⅰ"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27165"", ""field"": ""course_names"", ""text"": ""고등수학Ⅱ"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000048978,브라더기타교습소,mokdong,서울특별시 양천구 목동서로 340,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""arts"": ""초등저학년, 초등고학년, 중등, 고등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000048978"", ""field"": ""le_crse_list_nm"", ""text"": ""베이스기타(초중고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000031919,브레이닝수학교습소,mokdong,서울특별시 양천구 중앙로32길 55,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000031919"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000031919"", ""field"": ""course_names"", ""text"": ""초등수학1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000031919"", ""field"": ""course_names"", ""text"": ""초등수학2"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000031919"", ""field"": ""course_names"", ""text"": ""초등수학3"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000018500,브레인스토밍사고력수학교습소,mokdong,서울특별시 양천구 목동서로 340,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000018500"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학2"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학3"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학4"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학5"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학6"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018500"", ""field"": ""course_names"", ""text"": ""초등수학7"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000027336,브릭스목동영어교습소,mokdong,서울특별시 양천구 중앙로36길 15,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""english"": ""초등저학년, 초등고학년, 중등""}","초등저학년, 초등고학년","[{""registrationId"": ""3000027336"", ""field"": ""le_crse_list_nm"", ""text"": ""초등영어A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000027336"", ""field"": ""course_names"", ""text"": ""초등영어A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000027336"", ""field"": ""course_names"", ""text"": ""초등영어B"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000027336"", ""field"": ""course_names"", ""text"": ""중등영어A"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000027336"", ""field"": ""course_names"", ""text"": ""중등영어B"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
23962,블루레벨과학교습소,mokdong,서울특별시 양천구 은행정로 5,공시 근거 있음,고등,"{""science"": ""고등""}",고등,"[{""registrationId"": ""23962"", ""field"": ""le_crse_list_nm"", ""text"": ""고등과학"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000033200,비상목동영어교습소,mokdong,서울특별시 양천구 목동중앙남로2길 23,공시 근거 있음,중등,"{""english"": ""중등""}",,"[{""registrationId"": ""3000033200"", ""field"": ""course_names"", ""text"": ""중등영어"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000053804,비술서재수학교습소,mokdong,서울특별시 양천구 목동서로 287,공시 근거 있음,고등,"{""math"": ""고등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000053804"", ""field"": ""name"", ""text"": ""비술서재수학교습소"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000051807,비아이어학원,mokdong,서울특별시 양천구 신목로 58-9,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000051807"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000051807"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000024330,비유영어교습소,mokdong,서울특별시 양천구 목동서로 70,공시 근거 있음,"초등저학년, 초등고학년","{""english"": ""초등저학년, 초등고학년""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000024330"", ""field"": ""le_crse_list_nm"", ""text"": ""초등영어C"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000024330"", ""field"": ""course_names"", ""text"": ""초등영어C"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000024330"", ""field"": ""course_names"", ""text"": ""초등영어A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000024330"", ""field"": ""course_names"", ""text"": ""초등영어B"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000028897,비전스카이수학교습소,mokdong,서울특별시 양천구 목동동로 73,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""math"": ""초등저학년, 초등고학년, 중등, 고등""}","초등저학년, 초등고학년","[{""registrationId"": ""3000028897"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학D"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""초등수학D"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""초등수학A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""초등수학B"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""초등수학C"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""중등수학A"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""중등수학B"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""중등수학C"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""중등수학D"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""고등수학A"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""고등수학B"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028897"", ""field"": ""course_names"", ""text"": ""고등수학C"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000029589,비전캠퍼스정이조영어학원,mokdong,서울특별시 양천구 오목로 299,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000029589"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029589"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
2551,비츠스쿨어학원,mokdong,서울특별시 양천구 오목로 321-1,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""2551"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""2551"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
24731,비타민수학교습소,mokdong,서울특별시 양천구 목동서로 77,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""math"": ""초등저학년, 초등고학년, 중등, 고등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""24731"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""24731"", ""field"": ""course_names"", ""text"": ""초등수학"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""24731"", ""field"": ""course_names"", ""text"": ""중등수학1"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""24731"", ""field"": ""course_names"", ""text"": ""중등수학2"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""24731"", ""field"": ""course_names"", ""text"": ""고등수학"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
26059,비티엘잉글리시목동영어교습소,mokdong,서울특별시 양천구 목동서로 70,공시 근거 있음,"초등저학년, 초등고학년","{""english"": ""초등저학년, 초등고학년""}",이전 등록부: 학년 없음,"[{""registrationId"": ""26059"", ""field"": ""le_crse_list_nm"", ""text"": ""파닉스A(초등)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000033471,빅(Vic)쌤몰입영어교습소,mokdong,서울특별시 양천구 목동서로 57,공시 근거 있음,"중등, 고등","{""english"": ""중등, 고등""}",고등,"[{""registrationId"": ""3000033471"", ""field"": ""le_crse_list_nm"", ""text"": ""중고등문법특강"", ""bands"": [""middle"", ""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000033471"", ""field"": ""course_names"", ""text"": ""중고등문법특강"", ""bands"": [""middle"", ""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000033471"", ""field"": ""course_names"", ""text"": ""중등영어"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000033471"", ""field"": ""course_names"", ""text"": ""고등영어1"", ""bands"": [""high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000033471"", ""field"": ""course_names"", ""text"": ""고등영어2"", ""bands"": [""high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000029964,빈센트미술교습소,mokdong,서울특별시 양천구 목동동로12길 48-1,공시 근거 있음,"초등저학년, 초등고학년","{""arts"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000029964"", ""field"": ""le_crse_list_nm"", ""text"": ""미술1(초등)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000053125,빛나는국어교습소,mokdong,서울특별시 양천구 목동서로 57,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""korean"": ""초등저학년, 초등고학년, 중등""}","초등저학년, 초등고학년","[{""registrationId"": ""3000053125"", ""field"": ""le_crse_list_nm"", ""text"": ""초등국어"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053125"", ""field"": ""course_names"", ""text"": ""초등국어"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053125"", ""field"": ""course_names"", ""text"": ""중등국어"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000040115,뿌리깊은심화수학교습소,mokdong,서울특별시 양천구 목동서로 77,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""math"": ""초등저학년, 초등고학년, 중등, 고등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000040115"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000040115"", ""field"": ""course_names"", ""text"": ""초등수학"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000040115"", ""field"": ""course_names"", ""text"": ""중등수학"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000040115"", ""field"": ""course_names"", ""text"": ""고등수학"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000013030,사이언스에듀컴퓨터교습소,mokdong,서울특별시 양천구 오목로 280,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""etc"": ""초등저학년, 초등고학년, 중등, 고등""}",,"[{""registrationId"": ""3000013030"", ""field"": ""le_crse_list_nm"", ""text"": ""초중고컴퓨터"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000052179,사탐의신사회교습소,mokdong,서울특별시 양천구 목동서로 57,공시 근거 있음,고등,"{""general"": ""고등""}",고등,"[{""registrationId"": ""3000052179"", ""field"": ""le_crse_list_nm"", ""text"": ""고3사회A"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052179"", ""field"": ""course_names"", ""text"": ""고3사회A"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052179"", ""field"": ""course_names"", ""text"": ""고3사회B"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052179"", ""field"": ""course_names"", ""text"": ""고2사회A"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052179"", ""field"": ""course_names"", ""text"": ""고2사회B"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052179"", ""field"": ""course_names"", ""text"": ""고1사회A"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052179"", ""field"": ""course_names"", ""text"": ""고1사회B"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000053705,산쌤과국어하다국어교습소,mokdong,서울특별시 양천구 목동중앙로 49,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""korean"": ""초등저학년, 초등고학년, 중등, 고등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000053705"", ""field"": ""le_crse_list_nm"", ""text"": ""초등국어(1)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053705"", ""field"": ""course_names"", ""text"": ""초등국어"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053705"", ""field"": ""course_names"", ""text"": ""중등국어"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053705"", ""field"": ""course_names"", ""text"": ""고등국어"", ""bands"": [""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000029515,삼성영어셀레나제이영어교습소,mokdong,서울특별시 양천구 목동서로 280,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""english"": ""초등저학년, 초등고학년, 중등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000029515"", ""field"": ""le_crse_list_nm"", ""text"": ""초등영어3"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""초등영어3"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""초등영어4"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""초등영어5"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""초등영어6"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""중등영어1"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""중등영어2"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""초등영어1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000029515"", ""field"": ""course_names"", ""text"": ""초등영어2"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000030541,상상숲아트스튜디오미술교습소,mokdong,서울특별시 양천구 목동서로 213,공시 근거 있음,초등저학년,"{""arts"": ""초등저학년""}",초등저학년,"[{""registrationId"": ""3000030541"", ""field"": ""le_crse_list_nm"", ""text"": ""일반기초1"", ""bands"": [""elem_low""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000019752,새봄국어교습소,mokdong,서울특별시 양천구 목동서로 213,공시 근거 있음,중등,"{""korean"": ""중등""}",중등,"[{""registrationId"": ""3000019752"", ""field"": ""le_crse_list_nm"", ""text"": ""중등국어"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000019970,새봄피아노교습소,mokdong,서울특별시 양천구 목동동로 430,공시 근거 있음,"초등저학년, 초등고학년","{""arts"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000019970"", ""field"": ""le_crse_list_nm"", ""text"": ""바이엘(초등)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
